"Deeplink";"Produkt-Titel";"Produktbeschreibung";"Produktbeschreibung lang";"Preis (Brutto)";"Preis (Netto)";"Währung";"europäische Artikelnummer EAN";"Anbieter Artikelnummer AAN";"Hersteller";"Hersteller Artikelnummer HAN";"Produktbild-URL";"Vorschaubild-URL";"Produktkategorie";"Versandkosten Allgemein";"Versandkosten Vorkasse";"Versandkosten Nachnahme";"Versandkosten Kreditkarte";"Versandkosten Lastschrift";"Versandkosten Rechnung";"Versandkosten PayPal";"Versandkosten Sofortüberweisung";"Lieferzeit/Verfügbarkeit";"base_price";"unit_pricing_base_measure";"unit_pricing_measure";"ext_Grundpreis";"ext_Inhalt"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgojer-gloegglhof-suedtiroler-vernatsch-alte-reben%3Fnumber%3D8796001";"Franz Gojer - Glögglhof Vernatsch Alte Reben 2020";"Neu eingetroffen. Beschreibung folgt.";"";"10,50";"";"";"";"8796001";"Franz Gojer - GlÃ¶gglhof";"";"https://images.vinocentral.de/media/image/c5/ca/fa/bild_gojer_gloegglhof_suedtiroler_vernatsch_alte_reben_2020_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 14,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Ffranz-gojer-st-magdalener-vigna-rondell%3Fnumber%3D8796002";"Franz Gojer - Glögglhof St. Magdalener Vigna Rondell 2020";"Verkostungsnotiz des Jahrgangs 2018: Höchstwertung 3 Gläser im Gambero Rosso 2020 ? Italiens Wein...";"";"15,90";"";"";"";"8796002";"Franz Gojer - GlÃ¶gglhof";"";"https://images.vinocentral.de/media/image/36/00/18/bild_franz_gojer_gloegglhof_st_magdalener_vigna_rondell_2020_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 21,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Ffranz-gojer-gloegglhof-suedtiroler-lagrein-granat%3Fnumber%3D8796003";"Franz Gojer - Glögglhof Lagrein Granat DOC 2020";"Der Umgang mit Lagrein will geübt sein, denn die autochthone Südtiroler Rebsorte ist anspruchsvol...";"";"13,90";"";"";"";"8796003";"Franz Gojer - GlÃ¶gglhof";"";"https://images.vinocentral.de/media/image/b6/b6/7f/bild_franz_gojer_gloegglhof_lagrein_granat_doc_2020_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 18,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fbodegas-pinoso-vergel-red%3Fnumber%3D8963000";"Bodegas Pinoso Vergel Red Bio 2018";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2017: Die wichtigst...";"";"6,50";"";"";"8437003095726";"8963000";"Bodegas Pinoso";"";"https://images.vinocentral.de/media/image/bc/76/bd/bild_bodegas_pinoso_vergel_red_2018_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 8,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweissweine%2Fweingut-kissinger-scheurebe-mild%3Fnumber%3D8935003";"Weingut Kissinger Scheurebe mild 2020";"Verkostungsnotiz des Jahrgangs 2018: 1916 züchtete Georg Scheu in der damaligen Landesanstalt für...";"";"6,20";"";"";"4260523980678";"8935003";"Weingut Kissinger";"2319";"https://images.vinocentral.de/media/image/c1/17/c7/bild_weingut_kissinger_scheurebe_mild_2018_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 8,27";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweinreich-tacheles%3Fnumber%3D8870008";"Weinreich Tacheles Bio 2020";"Verkostungsnotiz des Jahrgangs 2018: An sogenannten ?Orange Wines?, also Weißweinen, die wie Rotw...";"";"12,50";"";"";"4260215650315";"8870008";"Weinreich ";"";"https://images.vinocentral.de/media/image/2e/9b/fa/bild_weinreich_tacheles_bio_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 16,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-seehof-riesling-m%3Fnumber%3D8787506";"Weingut Seehof Riesling -M- 2019";"Eigentlich entstammt dieser Wein der berühmten Großes-Gewächs-Lage Morstein in Westhofen. Da er j...";"";"14,95";"";"";"4260118710222";"8787506";"Weingut Seehof";"22/18";"https://images.vinocentral.de/media/image/29/c4/f3/bild_weingut_seehof_riesling_m_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 19,93";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fweissweine%2F5101%2Fweingut-seehof-grauburgunder-steingrube-s-2020%2F%3Fnumber%3D8787507";"Weingut Seehof Grauburgunder Steingrube -S- 2020";"";"";"14,95";"";"";"4260118710253";"8787507";"Weingut Seehof";"25/16";"https://images.vinocentral.de/media/image/9a/6b/d3/bild_weingut_seehof_grauburgunder_s_westhofener_steingrube_2016_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 19,93";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Ffattoria-di-sammontana-alberese-rosso-toscano%3Fnumber%3D8968000";"Fattoria di Sammontana Alberese Rosso Toscano 2019";"Verkostungsnotiz des Jahrgangs 2018: ?Albarese? bezeichnet den weißen Kalkstein, der die Böden de...";"";"8,50";"";"";"";"8968000";"Fattoria di Sammontana";"";"https://images.vinocentral.de/media/image/38/52/99/bild_fattoria_di_sammontana_alberese_rosso_toscano_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 11,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fstina-posip%3Fnumber%3D8924006";"Stina Po?ip 2020";"Po?ip bijeli ist eine autochthone Rebsorte im kroatischen Dalmatien. In der Nase erinnert der Wei...";"";"19,90";"";"";"3859892605117";"8924006";"Stina";"";"https://images.vinocentral.de/media/image/c5/4c/0a/bild_stina_posip_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 26,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fespresso-agostino-bio-sumatra-pongo-arabica-250g%3Fnumber%3D4111062";"Espresso Agostino Biologico: Sumatra Pongo Arabica 250g";"ESPRESSO AGOSTINO biologico: Sumatra Pongo  hochwertig, sortenrein, würzig, gehaltvoll,&nbsp...";"";"8,10";"";"";"4111017";"4111062";"Espresso Agostino";"0";"https://images.vinocentral.de/media/image/4c/b8/90/bild_espresso_agostino_sumatra_250g_bio_1280x1280.jpg";"";"Kaffee";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 kg = 32,40";"0.25 kg"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fespresso-agostino-bio-sumatra-pongo-arabica-1kg%3Fnumber%3D4111063";"Espresso Agostino Biologico: Sumatra Pongo Arabica 1kg";"ESPRESSO AGOSTINO  biologico: Sumatra  hochwertig, sortenrein, würzig, gehaltvoll,&nbsp...";"";"29,90";"";"";"4111018";"4111063";"Espresso Agostino";"0";"https://images.vinocentral.de/media/image/a2/94/ea/bild_espresso_agostino_biologico_sumatra_pongo_arabica_1kg_1280x1280.jpg";"";"Kaffee";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 kg = 29,90";"1 kg"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Froseweine%2Ftenuta-roveglia-chiaretto-classico-miti%3Fnumber%3D8787915";"Tenuta Roveglia Chiaretto Classico Miti 2018";"";"";"9,00";"";"";"8016588003007";"8787915";"Tenuta Roveglia";"00530918";"https://images.vinocentral.de/media/image/71/64/7b/bild_tenuta_roveglia_chiaretto_classico_miti_2018_1280x1280.jpg";"";"Weine>Roséweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 12,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweiser-kuenstler-riesling-steffensberg-feinherb%3Fnumber%3D8845007";"Weiser-Künstler Riesling Steffensberg Spätlese feinherb 2019";"Nur noch wenige Flaschen verfügbar.";"";"25,00";"";"";"";"8845007";"Weiser-KÃ¼nstler";"";"https://images.vinocentral.de/media/image/98/e3/a9/bild_weiser_kuenstler_riesling_steffensberg_spaetlese_feinherb_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 33,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fspumante-co.%2F5338%2Fsekthaus-raumland-alkoholfreier-apfel-secco-vom-rotfleischigen-wildapfel%2F%3Fnumber%3D8821008";"Sekthaus Raumland Alkoholfreier Apfel Secco vom rotfleischigen Wildapfel";" Neu eingetroffen. Beschreibung folgt.  ";"";"11,00";"";"";"4260161640347";"8821008";"Sekthaus Raumland";"62192";"https://images.vinocentral.de/media/image/d6/7f/ae/bild_sekthaus_raumland_apfelsecco_vom_rotfleischigen_wildapfel_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 14,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fdom-bliskowice-j18-johanniter%3Fnumber%3D8937001";"Dom Bliskowice J 18 Johanniter 2018";"Klar, mit hellem Goldgelb steht der Wein im Glas. Im Bukett delikate Apfelnoten, Kräuter, ein Hau...";"";"17,90";"";"";"";"8937001";"Dom Bliskowice";"";"https://images.vinocentral.de/media/image/5d/a3/23/bild_dom_bliskowice_j18_johanniter_2018_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 23,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fverus-furmint%3Fnumber%3D8709006";"Verus Furmint 2020";"Die vor allem in Ungarn angebaute Rebsorte Furmint ? dort Bestandteil des süßen Tokajers ? hat se...";"";"11,50";"";"";"3830047630055";"8709006";"Verus";"70709";"https://images.vinocentral.de/media/image/9b/0e/60/bild_verus_furmint_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 15,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fkunjas-pagadebit%3Fnumber%3D8916006";"Kunjas Pagadebit 2019";"Verkostungsnotiz des Jahrgangs 2015: Es gibt nur einen einzigen Rotwein auf der Insel Korcula, ei...";"";"23,90";"";"";"3857500014535";"8916006";"Kunjas";"Pagadebit";"https://images.vinocentral.de/media/image/17/e7/b4/bild_kunjas_pagadebit_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 31,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fkunjas-grk%3Fnumber%3D8916007";"Kunjas Grk 2020";"Grk ist wohl die bekannteste autochthone Rebsorte Korculas. Sie wächst hauptsächlich auf den sand...";"";"19,90";"";"";"3857500014580";"8916007";"Kunjas";"Posip";"https://images.vinocentral.de/media/image/0e/d4/ac/bild_kunjas_grk_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 26,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Frotweine%2F5446%2Fweingut-beurer-stettener-moenchberg-lemberger-gg-schalksberg-2014%2F%3Fnumber%3D8995006";"Weingut Beurer Stettener Mönchberg Lemberger GG Schalksberg 2014";"Diesem edlen Tropfen hat der Winzer ganze 20 Monate in 300-l-Holzfässern gegönnt. In der Nase Cas...";"";"36,90";"";"";"4260057746276";"8995006";"Weingut Beurer";"31404";"https://images.vinocentral.de/media/image/45/6c/ed/bild_weingut_beurer_stettener_moenchberg_lemberger_gg_schalksberg_bio_2014_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 49,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fweissweine%2F5470%2Flubentiushof-gondorfer-gaens-s-riesling-trocken-2015%2F%3Fnumber%3D8989001";"Lubentiushof Gondorfer Gäns S Riesling trocken 2015";"Sehr intensive steinig-schiefrige Nase mit dezentem vollreifem Pfirsich, Kräutern, weißen Blüten ...";"";"29,00";"";"";"4040606502153";"8989001";"Lubentiushof ";"";"https://images.vinocentral.de/media/image/ab/e2/1a/bild_lubentiushof_gondorfer_gaens_s_riesling_trocken_2015_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 38,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fterre-di-san-venanzio-valdobbiadene-superiore-brut%3Fnumber%3D8858005";"Terre di San Venanzio - Fortunato Valdobbiadene Prosecco Superiore Brut";"90 Punkte falstaff Prosecco Trophy Sehr helles, fast weißes Strohgelb mit brillantem Reflex. Fris...";"";"12,50";"";"";"8055112480013";"8858005";"Terre di San Venanzio - Fortunato";"BRUTDOCG075-17";"https://images.vinocentral.de/media/image/8b/1f/9d/terre_di_san_venanzio_fortunato_valdobbiadene_prosecco_superiore_brut_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 16,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fschoenleber-fruehlingsplaetzchen-riesling-gg%3Fnumber%3D8963307";"Weingut Emrich-Schönleber Frühlingsplätzchen Riesling GG 2020";"Noch wenige Restflaschen verfügbar!";"";"42,00";"";"";"4260218282582";"8963307";"Weingut Emrich-SchÃ¶nleber";"28";"https://images.vinocentral.de/media/image/20/e2/ed/bild_weingut_emrich_schoenleber_fruehlingsplaetzchen_riesling_gg_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"3 Tage";"";"";"";"1 l = 56,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Ffranz-gojer-gloegglhof-suedtiroler-lagrein-riserva%3Fnumber%3D8796004";"Franz Gojer - Glögglhof Lagrein Riserva DOC 2018";"Verkostungsnotiz des Jahrgangs 2017: Nur die besten Lagen von Gries, St. Magdalena und Bozner-Bod...";"";"23,00";"";"";"";"8796004";"Franz Gojer - GlÃ¶gglhof";"";"https://images.vinocentral.de/media/image/fd/38/61/bild_franz_gojer_gloegglhof_suedtiroler_lagrein_riserva_doc_2017_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 30,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fdomaine-de-beaurenard-cotes-du-rhone-rouge%3Fnumber%3D8992000";"Domaine de Beaurenard Côtes du Rhône Rouge Bio 2019";"Dunkle Früchte und Cassis unterlegt mit pfeffrigen, blumigen und leicht kräutigen Noten. Im Mund ...";"";"12,90";"";"";"3368883119019";"8992000";"Domaine de Beaurenard";"";"https://images.vinocentral.de/media/image/5e/16/68/bild_domaine_de_beaurenard_cotes_du_rhone_rouge_bio_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 17,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fdomaine-de-beaurenard-rasteau-bio%3Fnumber%3D8992001";"Domaine de Beaurenard Rasteau Bio 2019";"Die Verkostungsnotiz des Jahrgangs 2018: Die Weinbaugemeinde Rasteau liegt im Süden des Weinbauge...";"";"18,00";"";"";"3368882119010";"8992001";"Domaine de Beaurenard";"";"https://images.vinocentral.de/media/image/2f/24/46/bild_domaine_de_beaurenard_rasteau_bio_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 24,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fdomaine-beaurenard-chteauneuf-du-pape-rouge%3Fnumber%3D8992002";"Domaine de Beaurenard Châteauneuf-du-Pape Rouge Bio 2018";"Châteauneuf-du-Pape ist in der Weinwelt ein Name wie Donnerhall ? dementsprechend wuchtig fallen ...";"";"38,00";"";"";"3368881118014";"8992002";"Domaine de Beaurenard";"";"https://images.vinocentral.de/media/image/65/1a/f3/bild_domaine_de_beaurenard_chateauneuf_du_pape_rouge_bio_2018_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 50,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fdomaine-beaurenard-chteauneuf-du-pape-blanc-2016%3Fnumber%3D8992003";"Domaine de Beaurenard Châteauneuf-du-Pape Blanc 2016 Bio";"Weißer Châteauneuf du Pape ist eher eine Seltenheit, hat jedoch historische Wurzeln. Dass er mehr...";"";"49,00";"";"";"";"8992003";"Domaine de Beaurenard";"";"https://images.vinocentral.de/media/image/a5/60/d2/bild_domaine_de_beaurenard_chateauneuf_du_pape_blanc_2016_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 65,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Frotweine%2F5550%2Fdomaine-d-ardhuy-savigny-les-beaune-1er-cru-aux-clous-2014%2F%3Fnumber%3D8993000";"Domaine d'Ardhuy Savigny-lès-Beaune 1er Cru ""Aux Clous"" 2014";"Pinot Noirs aus dem Burgund sind bis heute das Vorbild für einen ganz eigenen Weinstil, der subti...";"";"23,90";"";"";"";"8993000";"Domaine d'Ardhuy";"";"https://images.vinocentral.de/media/image/f3/73/fc/bild_domaine_dardhuy_savigny_les_beaune_1er_cru_aux_clous_2014_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 31,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Frotweine%2F5551%2Fdomaine-d-ardhuy-clos-des-langres-rouge-monopole-2014%2F%3Fnumber%3D8993001";"Domaine d'Ardhuy Clos des Langres Rouge Monopole 2014";"Tiefdunkelrote Früchte im verführerischen Bukett mit erdig-mineralischen Noten, etwas Waldboden u...";"";"35,50";"";"";"";"8993001";"Domaine d'Ardhuy";"";"https://images.vinocentral.de/media/image/c7/34/0a/bild_domaine_dardhuy_clos_des_langres_rouge_monopole_2014_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 47,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fardhuy-savigny-ls-beaune-blanc-clos-des-godeaux%3Fnumber%3D8993002";"Domaine d'Ardhuy Savigny-lès-Beaune Blanc ""Clos des Godeaux"" Bio 2020";"Die erst 1947 gegründete Domaine d?Ardhuy nennt über 40 Hektar auf rund 200 Einzelparzellen ihr E...";"";"28,50";"";"";"";"8993002";"Domaine d'Ardhuy";"";"https://images.vinocentral.de/media/image/70/0d/79/bild_ardhuy_savigny_les_beaune_blanc_clos_des_godeaux_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 38,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fla-cabotte-villages-massif-duchaux-garance%3Fnumber%3D8993003";"Domaine La Cabotte Côtes du Rhône Villages Massif d'Uchaux ""Garance"" 2017 Bio";"Beim Garance handelt es sich um eine nach demeter-Richtlinien vinifizierte Rotwein-Cuvée aus den ...";"";"11,90";"";"";"";"8993003";"Domaine La Cabotte";"";"https://images.vinocentral.de/media/image/a3/b9/60/bild_la_cabotte_villages_massif_duchaux_garance_2017_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 15,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fweingut-eymann-spaetburgunder-toreye-bio%3Fnumber%3D8789707";"Weingut Eymann Spätburgunder Toreye 2018 Bio";"Die Trauben für diesen Wein stammen von den Dijon-Klonen aus Vincent Eymanns Toplagen Mandelgarte...";"";"16,90";"";"";"4021798715088";"8789707";"Weingut Eymann";"15";"https://images.vinocentral.de/media/image/63/eb/29/bild_weingut_eymann_spaetburgunder_toreye_bio_2018_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 22,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-eymann-sonnenberg-pinot-noir%3Fnumber%3D8789708";"Weingut Eymann Sonnenberg Pinot Noir 2017 Bio";"Verkostungsnotiz des Jahrgangs 2015: Etwas hochgestapelt ist es vielleicht schon, den sanften Hüg...";"";"32,00";"";"";"4021798726091";"8789708";"Weingut Eymann";"85 2015";"https://images.vinocentral.de/media/image/ce/c8/f7/bild_weingut_eymann_sonnenberg_pinot_noir_2017_bio_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 42,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-eymann-blanc-de-blancs-reserve-brut-nature%3Fnumber%3D8789710";"Weingut Eymann Blanc de Blancs Réserve Brut Nature Bio";"Vergkostungsnotizen von Vorjahrgang:   1. Platz bei Meiningers Deutscher Sektpreis 2017, Kat...";"";"32,00";"";"";"4021798730173";"8789710";"Weingut Eymann";"76";"https://images.vinocentral.de/media/image/ba/fa/f4/bild_weingut_eymann_blanc_de_blancs_reserve_brut_nature_bio_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 42,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fvarvaglione-12-e-mezzo-bio-primitivo-puglia%3Fnumber%3D8770010";"Varvaglione 12 e Mezzo Bio Primitivo Puglia Bio 2019";"Verkostungsnotiz des Jahrgangs 2016: Endlich, ein Primitivo in Bio-Qualität. Lange schon hatten w...";"";"8,50";"";"";"8031303002257";"8770010";"Varvaglione";"DODCI 1/2 PRPBIO";"https://images.vinocentral.de/media/image/7f/69/4d/bild_varvaglione_12_e_mezzo_bio_primitivo_puglia_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 11,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-leiner-riesling-handwerk-bio%3Fnumber%3D8750013";"Weingut Leiner Riesling Handwerk Bio 2020";"Sven Leiners Weine aus der Handwerk-Linie sind für uns seit Jahren extrem verlässliche Alltags- u...";"";"9,00";"";"";"4260090051498";"8750013";"Weingut Leiner";"3010";"https://images.vinocentral.de/media/image/e3/a0/b4/bild_weingut_leiner_riesling_handwerk_bio_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 12,00";"0.75 l"
