"Deeplink";"Produkt-Titel";"Produktbeschreibung";"Produktbeschreibung lang";"Preis (Brutto)";"Preis (Netto)";"Währung";"europäische Artikelnummer EAN";"Anbieter Artikelnummer AAN";"Hersteller";"Hersteller Artikelnummer HAN";"Produktbild-URL";"Vorschaubild-URL";"Produktkategorie";"Versandkosten Allgemein";"Versandkosten Vorkasse";"Versandkosten Nachnahme";"Versandkosten Kreditkarte";"Versandkosten Lastschrift";"Versandkosten Rechnung";"Versandkosten PayPal";"Versandkosten Sofortüberweisung";"Lieferzeit/Verfügbarkeit";"base_price";"unit_pricing_base_measure";"unit_pricing_measure";"ext_Grundpreis";"ext_Inhalt"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fweissweine%2Fmichael-teschke-grauer-burgunder%3Fnumber%3D8057012";"Michael Teschke Grauer Burgunder 2017";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2016: Ganz typische...";"";"8,95";"";"";"4260120990148";"8057012";"Michael Teschke";"11";"https://images.vinocentral.de/media/image/b0/94/74/bild_michael_teschke_grauer_burgunder_2017_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 11,93";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fkarl-may-grauburgunder%3Fnumber%3D8222022";"Karl May Grauburgunder Bio 2021";"Verkostungsnotiz des Jahrgangs 2019: Schön goldgelb präsentiert sich der Grauburgunder der Brüder...";"";"8,90";"";"";"4260668230010";"8222022";"Karl May";"2020";"https://images.vinocentral.de/media/image/85/95/00/bild_karl_may_grauburgunder_bio_2021_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 11,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Foekologisches-weingut-schmitt-spaetburgunder-bio%3Fnumber%3D8069004";"Ökologisches Weingut Schmitt Spätburgunder 2018 Bio";"Auch wenn es sich hier um einen Spätburgunder aus dem Basis-Segment von Bianka und Daniel Schmitt...";"";"15,00";"";"";"";"8069004";"Ãkologisches Weingut Schmitt";"022";"https://images.vinocentral.de/media/image/02/1c/bf/bild_oekologisches_weingut_schmitt_spaetburgunder_2018_bio_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 20,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-schmitt-mueller-thurgau-natur-bio%3Fnumber%3D8069005";"Ökologisches Weingut Schmitt Müller Thurgau Natur Bio 2019";"Müller-Thurgau, eine Rebsorte, die sich mal großer Popularität in Deutschland erfreute, verschwin...";"";"15,00";"";"";"";"8069005";"Ãkologisches Weingut Schmitt";"333";"https://images.vinocentral.de/media/image/08/68/e4/bild_oekologisches_weingut_schmitt_mueller_thurgau_natur_bio_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 20,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2F7813%2Foekologisches-weingut-schmitt-merlot%2F%3Fnumber%3D8069006";"Ökologisches Weingut Schmitt Merlot 2016";"Naturweine genießen ? vor allem auch in Deutschland ? noch immer den Ruf, schwierig, kantig, unzu...";"";"20,50";"";"";"";"8069006";"Ãkologisches Weingut Schmitt";"124";"https://images.vinocentral.de/media/image/e8/f8/8a/bild_oekologisches_weingut_schmitt_merlot_2016_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 27,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-leiner-grauer-burgunder-handwerk-bio%3Fnumber%3D8750019";"Weingut Leiner Grauer Burgunder Handwerk Bio 2021";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2019:   Die Ha...";"";"10,50";"";"";"4260090051474";"8750019";"Weingut Leiner";"3020";"https://images.vinocentral.de/media/image/88/b7/b9/bild_weingut_leiner_grauer_burgunder_handwerk_bio_2021_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 14,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fdomaine-roches-neuves-roches-saumur-champigny-bio%3Fnumber%3D8964020";"Domaine des Roches Neuves Les Roches Saumur Champigny 2020";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2015: Weine aus der...";"";"17,50";"";"";"";"8964020";"Domaine des Roches Neuves";"630 490 17";"https://images.vinocentral.de/media/image/f4/54/62/bild_domaine_des_roches_neuves_les_roches_saumur_champigny_bio_2020_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 23,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fholger-koch-grauburgunder-kaiserstuhl%3Fnumber%3D8876013";"Holger Koch Grauburgunder Kaiserstuhl 2020";"Dieses Grauburgunders wurde zur Hälfte in Edelstahltanks und zur anderen Hälfte in großen Holzfäs...";"";"9,50";"";"";"4260238744039";"8876013";"Holger Koch";"02-19";"https://images.vinocentral.de/media/image/10/ee/b7/bild_holger_koch_grauburgunder_kaiserstuhl_2019yJxw2SexmFNSM_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 12,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fholger-koch-weissburgunder-kaiserstuhl%3Fnumber%3D8876014";"Holger Koch Weißburgunder Kaiserstuhl 2020";"Weißburgunder im Gutsweinbereich neigen des öfteren dazu, recht dünn und ausdruckslos daherzukomm...";"";"8,90";"";"";"4260238744046";"8876014";"Holger Koch";"01-18";"https://images.vinocentral.de/media/image/9d/8e/cf/bild_holger_koch_weissburgunder_kaiserstuhl_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 11,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fseehof-westhofener-auslese-vinocentral-unikat%3Fnumber%3D8787509";"Weingut Seehof Westhofener Auslese vinocentral UNIKAT 2018";"Gleich vorweg: Nix für Diabetiker*innen ? aber ein echter Publikumsliebling. Denn obwohl der Groß...";"";"15,90";"";"";"4260118710482";"8787509";"Weingut Seehof";"";"https://images.vinocentral.de/media/image/3f/e0/05/bild_weingut_seehof_westhofener_auslese_vinocentral_unikat_2018_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 21,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fmilan-nestarec-podfuck-2016%3Fnumber%3D8928003";"Milan Nestarec Podfuck 2016";"Nur noch wenige Flaschen verfügbar.";"";"28,90";"";"";"8594186261093";"8928003";"Milan Nestarec";"";"https://images.vinocentral.de/media/image/9c/d1/be/bild_milan_nestarec_podfuck_2016_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 38,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fmilan-nestarec-danger-380-volts%3Fnumber%3D8928004";"Milan Nestarec Danger 380 Volts 2020";"Gar nicht so viel Wein dieser Petnat von Nestarec. Ähnelt eher einer herb-frischen Limonade. Oder...";"";"21,90";"";"";"8594186262069";"8928004";"Milan Nestarec";"";"https://images.vinocentral.de/media/image/36/b0/c0/bild_milan_nestarec_danger_380_volts_2019_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 29,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fsekthaus-raumland-cuvee-katharina-brut-nature%3Fnumber%3D8821014";"Sekthaus Raumland Cuvée Katharina Brut Nature 2016";"Ein wundervoller Blanc-de-Noirs-Schaumwein, das heißt der Grundwein wurde aus den roten Burgunder...";"";"21,00";"";"";"4260161640033";"8821014";"Sekthaus Raumland";"61439";"https://images.vinocentral.de/media/image/00/ab/50/bild_sekthaus_raumland_cuvee_katharina_brut_nature_2016_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 28,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-sander-merlot-bio%3Fnumber%3D8752013";"Weingut Sander Merlot Bio 2020";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2018: 2. Platz beim...";"";"12,00";"";"";"4037865033009";"8752013";"Weingut Sander";"M";"https://images.vinocentral.de/media/image/15/0e/1f/bild_weingut_sander_merlot_bio_2020_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 16,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-sander-chardonnay-reserve-bio%3Fnumber%3D8752014";"Weingut Sander Chardonnay Reserve Bio 2018";"Entschleunigt, das ist wohl das prägende Stichwort für diesen Wein.  Der Chardonnay vom Schl...";"";"34,00";"";"";"";"8752014";"Weingut Sander";"";"https://images.vinocentral.de/media/image/5f/b1/a2/bild_weingut_sander_chardonnay_reserve_2017_bio_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 45,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-eymann-flora-und-fauna-rose%3Fnumber%3D8789729";"Weingut Eymann Flora & Fauna Rosé Bio 2021";"Verkostungsnotiz des Jahrgangs 2019: 90 Punkte falstaff-Rosé   Trophy , Juni 2020 Kräftiges ...";"";"8,90";"";"";"4021798704198";"8789729";"Weingut Eymann";"25";"https://images.vinocentral.de/media/image/66/40/97/bild_weingut_eymann_flora_und_fauna_rose_bio_2020_1280x1280.jpg";"";"Weine>Roséweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 11,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweissweine%2Fweingut-eymann-goennheimer-riesling%3Fnumber%3D8789730";"Weingut Eymann Gönnheimer Riesling 2018 Bio";"Frisch und jung gebliebener Riesling aus verschiedenen Gönnheimer Lagen von Weingut Eymann. &nbsp...";"";"8,90";"";"";"4021798709070";"8789730";"Weingut Eymann";"41";"https://images.vinocentral.de/media/image/d5/47/18/bild_weingut_eymann_goennheimer_riesling_2018_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 11,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fweissweine%2Fslobodne-vinarstvo-deviner%3Fnumber%3D8932003";"Slobodné Vinárstvo Deviner 2017";"Nur noch wenige Flaschen verfügbar.";"";"17,90";"";"";"";"8932003";"SlobodnÃ© VinÃ¡rstvo";"";"https://images.vinocentral.de/media/image/66/77/4d/bild_slobodne_vinarstvo_devinder_2017_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 23,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fslobodne-vinarstvo-partisan-cru%3Fnumber%3D8932004";"Slobodné Vinárstvo Partisan Cru 2016";"Eine Cuvée aus den Rebsorten  Frankovka Modrá, Cabernet Sauvignon und Alibernet duftet nach ...";"";"19,90";"";"";"";"8932004";"SlobodnÃ© VinÃ¡rstvo";"";"https://images.vinocentral.de/media/image/31/23/01/bild_slobodne_vinarstvo_partisan_cru_2016_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 26,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Felio-ottin-petite-arvine-vallee-d-aoste-2017%3Fnumber%3D8900003";"Elio Ottin Petite Arvine Vallee d'Aoste 2017";"Petite Arvine ist eine sehr alte und ziemlich eigenwillige Rebsorte, die außer hier im Aostatal ?...";"";"18,90";"";"";"";"8900003";"Elio Ottin";"";"https://images.vinocentral.de/media/image/34/03/a6/bild_elio_ottin_petite_arvine_vallee_daoste_2017_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 25,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fjeaunaux-robin-selection-eclas-meuliere%3Fnumber%3D8735058";"Jeaunaux-Robin Champagne Sélection Éclats de Meulière Extra Brut";"Es gibt in der Champagne durchaus noch Randgebiete jenseits der Grand- und Premier-Cru-Welt, in d...";"";"41,00";"";"";"";"8735058";"Jeaunaux-Robin";"9920380501";"https://images.vinocentral.de/media/image/82/1a/f7/bild_jeaunaux_robin_champagne_selection_eclats_de_meuliere_extra_brut_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 54,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fjeaunaux-robin-selection-eclas-meuliere-0375%3Fnumber%3D8735059";"Jeaunaux-Robin Champagne Sélection Éclats de Meulière Extra Brut 0,375l";"Es gibt in der Champagne durchaus noch Randgebiete jenseits der Grand- und Premier-Cru-Welt, in d...";"";"25,00";"";"";"";"8735059";"Jeaunaux-Robin";"9920380509";"https://images.vinocentral.de/media/image/6b/f9/3f/bild_jeaunaux_robin_champagne_selection_eclats_de_meuliere_extra_brut_0375_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 66,67";"0.375 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-sander-chardonnay%3Fnumber%3D8752018";"Weingut Sander Chardonnay Bio 2020";"Verkostungsnotiz des Jahrgangs 2019: Im Gegensatz zu der opulenten Nase, die dieser Basis-Chardon...";"";"9,90";"";"";"4037865002005";"8752018";"Weingut Sander";"1920";"https://images.vinocentral.de/media/image/cc/d6/43/bild_weingut_sander_chardonnay_bio_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 13,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fvaldobbiadene-prosecco-superiore-brut-demi-long%3Fnumber%3D8858006";"Terre di San Venanzio - Fortunato Valdobbiadene Prosecco Superiore Brut Demi Long";"Prosecco zeichnet sich immer durch Frucht und eine ausgeprägte Leichtigkeit aus. All zu oft drift...";"";"12,90";"";"";"8055112480075";"8858006";"Terre di San Venanzio - Fortunato";"";"https://images.vinocentral.de/media/image/c1/8d/9d/bild_terre_di_san_venanzio_fortunato_valdobbiadene_prosecco_superiore_brut_demi_long_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 17,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-kissinger-grauburgunder-liter%3Fnumber%3D8935007";"Weingut Kissinger Grauburgunder Liter 2021";"Verkostungsnotiz des Jahrgangs 2020: Klassischer rheinhessischer Grauburgunder, der in der Nase e...";"";"8,90";"";"";"4260523980456";"8935007";"Weingut Kissinger";"";"https://images.vinocentral.de/media/image/f9/d3/02/bild_weingut_kissinger_grauburgunder_liter_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 8,90";"1 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fmontonale-montunal-lugana%3Fnumber%3D8157001";"Montonale Montunal Lugana 2021";"Nach wie vor zählt der Lugana zu den absoluten Lieblingsweinen der Deutschen und so sind wir seit...";"";"14,90";"";"";"";"8157001";"Montonale";"LU75M17";"https://images.vinocentral.de/media/image/15/ee/18/bild_montonale_montunal_lugana_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 19,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fmontonale-rosa-di-notte-chiaretto-garda-classico%3Fnumber%3D8157002";"Montonale Rosa di Notte Chiaretto Garda Classico 2021";"Verkostungsnotiz des Jahrgangs 2018: Chiaretto, dieser typische Roséwein vom Gardasee, ist in den...";"";"14,90";"";"";"";"8157002";"Montonale";"CH75R21";"https://images.vinocentral.de/media/image/9a/9a/f0/bild_montonale_rosa_di_notte_chiaretto_garda_classico_2019_1280x1280.jpg";"";"Weine>Roséweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 19,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fweissweine%2Fott-gruener-veltliner-fass-4%3Fnumber%3D8956011";"Bernhard Ott Grüner Veltliner Fass 4 Bio 2021";"Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2018: Mit dem 2018er-Jahrgang feiert ...";"";"16,90";"";"";"9120013375849";"8956011";"Bernhard Ott";"";"https://images.vinocentral.de/media/image/94/0c/55/bild_bernhard_ott_gruener_veltliner_fass_4_2021_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 22,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Frotweine%2Fpolvanera-la-marchesana-primitivo%3Fnumber%3D8158000";"Polvanera La Marchesana Primitivo Puglia 2020 Bio";"Der allseits beliebte Primitivo hatte es in der Vergangenheit nicht leicht. Der Name der Traube m...";"";"7,90";"";"";"8033267731211";"8158000";"Polvanera";"";"https://images.vinocentral.de/media/image/c2/64/ce/bild_polvanera_la_marchesana_primitivo_bio_2020_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 10,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Frotweine%2Fpolvanera-primitivo-puglia-igt%3Fnumber%3D8158001";"Polvanera Primitivo Puglia IGT 2020 Bio";"Verkostungsnotiz des Jahrgangs 2019: In Goia del Colle auf halbem Weg zwischen Bari und Tarent li...";"";"9,50";"";"";"8033267731112";"8158001";"Polvanera";"";"https://images.vinocentral.de/media/image/b0/d1/e6/bild_polvanera_primitivo_puglia_igt_2020_bio_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 12,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fpolvanera-primitivo-16-san-benedetto-bio%3Fnumber%3D8158002";"Polvanera Primitivo 16 Gioia del Colle Vigneto San Benedetto Bio 2016";"Jahrgang 2015: Höchstwertung 3 Gläser im Gambero Rosso 2019 ? Italiens Weinführer N° 1 Aus den La...";"";"21,90";"";"";"";"8158002";"Polvanera";"8U58002";"https://images.vinocentral.de/media/image/cc/0d/20/bild_polvanera_primitivo_16_benedetto_bio_2015_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 29,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgroebe-scheurebe-vdp-gutswein%3Fnumber%3D8162001";"Groebe Scheurebe VDP Gutswein 2019";"Schon mit dem letzten Jahrgang der Scheurebe kündigten wir das Ende dieser Rebsorte aus der berüh...";"";"11,50";"";"";"4039106011753";"8162001";"Groebe";"1875";"https://images.vinocentral.de/media/image/22/08/bd/bild_groebe_scheurebe_gutswein_2018_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 15,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fmontonale-montunal-orestilla-lugana%3Fnumber%3D8157000";"Montonale Montunal Orestilla Lugana 2019";"Neu eingetroffen. Beschreibung folgt.  ";"";"26,00";"";"";"";"8157000";"Montonale";"LU75O17";"https://images.vinocentral.de/media/image/ac/a6/b7/bild_montonale_montunal_orestilla_lugana_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 34,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgroebe-riesling-aulerde-gg%3Fnumber%3D8162002";"Groebe Riesling Aulerde GG 2020";"Neu eingetroffen. Beschreibung folgt.";"";"36,00";"";"";"";"8162002";"Groebe";"1725";"https://images.vinocentral.de/media/image/59/cc/a5/bild_groebe_riesling_aulerde_gg_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 48,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgroebe-riesling-kirchspiel-gg%3Fnumber%3D8162003";"Groebe Riesling Kirchspiel GG 2020";"Neu eingetroffen. Beschreibung folgt. Wie ein Amphitheater, auf 150 m ansteigend und sich im Süd-...";"";"36,00";"";"";"";"8162003";"Groebe";"1729";"https://images.vinocentral.de/media/image/fb/8f/1c/bild_groebe_riesling_kirchspiel_gg_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 48,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Ffrank-john-riesling-trocken-bio%3Fnumber%3D8164001";"Frank John Riesling trocken Bio 2019";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2017: Aus dem Glas ...";"";"21,00";"";"";"";"8164001";"Frank John ";"";"https://images.vinocentral.de/media/image/28/ea/62/bild_frank_john_riesling_trocken_bio_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 28,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Ffrank-john-pinot-noir-bio%3Fnumber%3D8164002";"Frank John Pinot Noir Bio 2018";"Nur noch wenige Flaschen verfügbar.";"";"42,00";"";"";"";"8164002";"Frank John ";"";"https://images.vinocentral.de/media/image/fb/66/a2/bild_frank_john_pinot_noir_bio_2018_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 56,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fla-basia-predefitte-benaco-bresciano%3Fnumber%3D8078801";"La Basia ""Predefitte"" Benaco Bresciano 2015";"Die Rebzüchtung Rebo entstand unter der Aufsicht des Botanikers Rebo Rigotti am Weinbauinstitut S...";"";"17,90";"";"";"";"8078801";"La Basia";"";"https://images.vinocentral.de/media/image/8b/f5/ef/bild_la_basia_predefitte_benaco_besciano_2015_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 23,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fventurini-baldini-cadelvento-lambrusco-rosato%3Fnumber%3D8168000";"Venturini Baldini Cadelvento Lambrusco Spumante Rosato Bio";"Das Weingut Venturini Baldini ist Vorreiter des Bio-Anbaus in der Emilia-Romagna. Bereits 1984 st...";"";"14,25";"";"";"";"8168000";"Venturini Baldini";"VDRGLCA18075";"https://images.vinocentral.de/media/image/b0/51/1c/bild_venturini_baldini_cadelvento_lambrusco_spumante_rosato_bio_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 19,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fspumante-co.%2Fbaldini-manodori-lambrusco-friz%3Fnumber%3D8168001";"Venturini Baldini ""Marchese Manodori"" Reggiano Lambrusco Frizzante 2017 Bio";"Der Lambrusco Frizzante Marchese Manodori ist die Gallionsfigur des Weinguts Venturini Baldini: D...";"";"11,90";"";"";"";"8168001";"Venturini Baldini";"VDRGLMM17075";"https://images.vinocentral.de/media/image/a0/72/c2/bild_venturini_baldini_marchese_manodori_reggiano_lambrusco_frizzante_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 15,87";"0.75 l"
